#lemma	stem
pěna	pěn
hon	hon
sako	sak
párky	párk
předkrm	předkrm
zděšení	zděšení
vyprávění	vyprávění
pragobanka	pragobank
rezervování	rezervování
vycvičení	vycvičení
časoměřič	časoměřič
izvestije	izvestij
účastnice	účastnic
sluchátko	sluchátk
infrastruktura	infrastruktur
přebytek	přebytek
zásluha	zásluh
sestavení	sestavení
strážník	strážník
stříkačka	stříkačk
roztok	roztok
mlýn	mlýn
balírna	balírn
pokrm	pokrm
atest	atest
brožurka	brožurk
publikace	publikac
vaření	vaření
lágr	lágr
zmírnění	zmírnění
utrpení	utrpení
reparace	reparac
zkratka	zkratk
beg	beg
brug	brug
nacizmus	nacizmus
bojovník	bojovník
uzavírání	uzavírání
penzión	penzión
schválení	schválení
odboj	odboj
směna	směn
koncentrák	koncentrák
sabotáž	sabotáž
mlynář	mlynář
mouka	mouk
syčák	syčák
zaznamenávání	zaznamenávání
přestupek	přestupek
delikt	delikt
říše	říš
memorandum	memorandum
klaun	klaun
dostání	dostání
keramik	keramik
historik	historik
galerista	galerist
labyrint	labyrint
katedra	katedr
design	design
scenárista	scenárist
náčrtek	náčrtek
návrhář	návrhář
kostým	kostým
půvab	půvab
špička	špičk
mrtvice	mrtvic
civilista	civilist
vytržení	vytržení
lazaret	lazaret
sál	sál
legrace	legrac
bitva	bitv
rovnoběžka	rovnoběžk
miniatura	miniatur
hrdina	hrdin
vlast	vlast
martini	martini
sestřička	sestřičk
tupost	tupost
byrokracie	byrokraci
nesmyslnost	nesmyslnost
zabíjení	zabíjení
rival	rival
scénář	scénář
omezenost	omezenost
černoch	černoch
černo	čern
homosexuál	homosexuál
snášenlivost	snášenlivost
kněz	kněz
rabín	rabín
miminko	mimink
proslov	proslov
diskařka	diskařk
moč	moč
steroid	steroid
nandrolon	nandrolon
vrhačka	vrhačk
tělo	těl
ampulka	ampulk
zjištění	zjištění
vitamín	vitamín
aplikace	aplikac
doping	doping
předplatitel	předplatitel
předplatné	předplatné
zaslání	zaslání
kompenzace	kompenzac
distribuce	distribuc
povrch	povrch
vedro	vedr
skluz	skluz
překročení	překročení
práh	práh
vizitka	vizitk
extraliga	extralig
zps	zps
údernost	údernost
stávka	stávk
energetika	energetik
elektrárna	elektrárn
uzávěrka	uzávěrk
přezkoumání	přezkoumání
pasívum	pasívum
likvidátor	likvidátor
penále	penál
dobytnost	dobytnost
politování	politování
sudička	sudičk
imperializmus	imperializmus
příbor	příbor
chřest	chřest
lžíce	lžíc
kaše	kaš
houf	houf
slepenec	slepenec
noha	noh
elita	elit
nedočkavec	nedočkavec
hradba	hradb
nádvoří	nádvoří
občanstvo	občanstv
eurocard	eurocard
výsada	výsad
příplatek	příplatek
studna	studn
uskupení	uskupení
levice	levic
předobraz	předobraz
ostraha	ostrah
trouba	troub
cela	cel
parcela	parcel
folklor	folklor
víno	vín
neexistence	neexistenc
nerealizace	nerealizac
převis	převis
chata	chat
chatka	chatk
vinohrad	vinohrad
hostinec	hostinec
rozpětí	rozpětí
asociace	asociac
udržování	udržování
paroplavba	paroplavb
spoj	spoj
junta	junt
demise	demis
guvernér	guvernér
manipulace	manipulac
embargo	embarg
vlajka	vlajk
jackpot	jackpot
band	band
lucerna	lucern
melodie	melodi
vokál	vokál
katarze	katarz
předkapela	předkapel
šleh	šleh
rap	rap
rytmika	rytmik
rock	rock
hop	hop
předehra	předehr
využívání	využívání
flétnistka	flétnistk
dárek	dárek
předskokanka	předskokank
písničkářka	písničkářk
stáří	stáří
dožití	dožití
odbytné	odbytné
kousek	kousek
maximum	maximum
úroda	úrod
aukce	aukc
pavilon	pavilon
primátor	primátor
rezervace	rezervac
skvost	skvost
průtah	průtah
členka	členk
prevence	prevenc
přednosta	přednost
podávání	podávání
jev	jev
znovuzačlenění	znovuzačlenění
civil	civil
brašna	brašn
maskáče	maskáč
kanada	kanad
pytel	pytel
vycházka	vycházk
přihláška	přihlášk
tisíciletí	tisíciletí
vyzrálost	vyzrálost
podbřišek	podbřišek
sebeurčení	sebeurčení
vynález	vynález
velmoc	velmoc
úhel	úhel
děj	děj
supervelmoc	supervelmoc
obětina	obětin
vzdání	vzdání
grimasa	grimas
podtext	podtext
štěnice	štěnic
skrupule	skrupul
mikrofon	mikrofon
vyznání	vyznání
přenos	přenos
eso	es
mariáš	mariáš
reál	reál
podvod	podvod
semínko	semínk
málo	mál
protikandidát	protikandidát
adept	adept
přízeň	přízeň
výrok	výrok
blahobyt	blahobyt
nahlodání	nahlodání
víra	vír
němota	němot
zátiší	zátiší
bohemista	bohemist
překladatel	překladatel
monografie	monografi
tlumočník	tlumočník
avantgarda	avantgard
verš	verš
střih	střih
medailón	medailón
múza	múz
vyjadřování	vyjadřování
četba	četb
ambasáda	ambasád
oběh	oběh
myšlení	myšlení
ohnisko	ohnisk
drama	dram
akumulace	akumulac
výboj	výboj
emigrant	emigrant
mládí	mládí
literát	literát
filozof	filozof
intelektuál	intelektuál
nacionalizmus	nacionalizmus
vyvolenost	vyvolenost
jedinečnost	jedinečnost
kohorta	kohort
idol	idol
nadvláda	nadvlád
kabuki	kabuki
trezor	trezor
zázrak	zázrak
volejbalistka	volejbalistk
mora	mor
předzvěst	předzvěst
děvče	děvč
mečbol	mečbol
domovník	domovník
nájemník	nájemník
atrakce	atrakc
zádrhel	zádrhel
retrospektiva	retrospektiv
pocta	poct
absence	absenc
poctivost	poctivost
osvěžení	osvěžení
příběh	příběh
lidičky	lidičk
všednodennost	všednodennost
nadsázka	nadsázk
úděl	úděl
hrabal	hrabal
chur	chur
sníh	sníh
romance	romanc
slunce	slunc
kolekce	kolekc
drobnokresba	drobnokresb
bar	bar
poušť	poušť
cíp	cíp
vinice	vinic
polévka	polévk
sborník	sborník
hrabě	hrabě
slovenština	slovenštin
lektorát	lektorát
ukrajinština	ukrajinštin
rusínština	rusínštin
slavista	slavist
germanista	germanist
vlak	vlak
osmdesátiny	osmdesátin
výstavka	výstavk
maďarština	maďarštin
antikvariát	antikvariát
cithara	cithar
kostel	kostel
poutník	poutník
zvláštnost	zvláštnost
liturgie	liturgi
romština	romštin
videokazeta	videokazet
exotika	exotik
zrcadlo	zrcadl
hírlap	hírlap
stať	stať
hungarista	hungarist
obdivování	obdivování
nezájem	nezájem
sblížení	sblížení
propojení	propojení
koridor	koridor
severozápad	severozápad
proklamace	proklamac
naléhavost	naléhavost
přeložení	přeložení
středohoří	středohoří
chko	chk
posun	posun
přeložka	přeložk
profil	profil
znečištění	znečištění
ovzduší	ovzduší
oxid	oxid
dusík	dusík
aerosol	aerosol
náročnost	náročnost
trojúhelník	trojúhelník
neštěstí	neštěstí
uplatňování	uplatňování
registrace	registrac
vzmach	vzmach
reaktor	reaktor
zhroucení	zhroucení
rána	rán
otěž	otěž
zranitelnost	zranitelnost
stratég	stratég
rezignace	rezignac
adresnost	adresnost
přídavek	přídavek
násobek	násobek
uváženost	uváženost
tunel	tunel
tubus	tubus
zatížení	zatížení
nábřeží	nábřeží
špalek	špalek
šetření	šetření
zhoupnutí	zhoupnutí
prezentace	prezentac
ústa	úst
posel	posel
naslouchání	naslouchání
teoretik	teoretik
ovečka	ovečk
písek	písek
skluzavka	skluzavk
exekutiva	exekutiv
poslankyně	poslankyně
kuča	kuč
experiment	experiment
zkrácení	zkrácení
bit	bit
terminál	terminál
pasažér	pasažér
chuligán	chuligán
letec	letec
šlehačka	šlehačk
dort	dort
poloprivatizace	poloprivatizac
atestace	atestac
vytížení	vytížení
zruinování	zruinování
loajalita	loajalit
džungle	džungl
vize	viz
přepis	přepis
povyk	povyk
báseň	báseň
roving	roving
tančírna	tančírn
sekvence	sekvenc
night	night
soundtrack	soundtrack
orchestrace	orchestrac
patos	patos
vyznění	vyznění
oddanost	oddanost
smyčec	smyčec
žesť	žesť
tympány	tympán
předurčenost	předurčenost
creation	creation
death	death
sea	se
ice	ic
dvojakost	dvojakost
monstrum	monstrum
něžnost	něžnost
zuřivost	zuřivost
terorismus	terorismus
břeh	břeh
uvěznění	uvěznění
justice	justic
hovado	hovad
éter	éter
frekvence	frekvenc
poslechovost	poslechovost
návratnost	návratnost
neprospěch	neprospěch
slyšení	slyšení
country	countr
koláč	koláč
kompetentnost	kompetentnost
objektivnost	objektivnost
uvážlivost	uvážlivost
citlivost	citlivost
metro	metr
kolektor	kolektor
mode	mod
atm	atm
videosignál	videosignál
megabit	megabit
obrazovka	obrazovk
monitoring	monitoring
oprávněnost	oprávněnost
autogramiáda	autogramiád
knihkupectví	knihkupectví
dvojblok	dvojblok
pochodeň	pochodeň
štafeta	štafet
míle	míl
vandal	vandal
bití	bití
hůl	hůl
vandalství	vandalství
úder	úder
zadnice	zadnic
jizva	jizv
límeček	límeček
zpronevěra	zpronevěr
kulturkampf	kulturkampf
vlastenec	vlastenec
kníže	kníž
loutkohra	loutkohr
rozum	rozum
mámení	mámení
emancipace	emancipac
ideologie	ideologi
aristokracie	aristokraci
nacionalismus	nacionalismus
rozumnost	rozumnost
děd	děd
katechismus	katechismus
pec	pec
sobeckost	sobeckost
jednotlivec	jednotlivec
mytologie	mytologi
rod	rod
odsun	odsun
sebeidentifikace	sebeidentifikac
opakování	opakování
halas	halas
balast	balast
cvikr	cvikr
truchlohra	truchlohr
pohrobek	pohrobek
zřeknutí	zřeknutí
vyslechnutí	vyslechnutí
nesouhlas	nesouhlas
porušení	porušení
zastupitelství	zastupitelství
podnět	podnět
brýle	brýl
dřevina	dřevin
obroučka	obroučk
roh	roh
buvol	buvol
hedvábí	hedvábí
čočka	čočk
kuriozitka	kuriozitk
optika	optik
optik	optik
obruba	obrub
společenstvo	společenstv
dívání	dívání
kozačka	kozačk
obličej	obličej
luxus	luxus
obliba	oblib
oděr	oděr
dioptrie	dioptri
záření	záření
nos	nos
nošení	nošení
zajímavost	zajímavost
designer	designer
odstín	odstín
titan	titan
alergie	alergi
sborná	sborná
sovět	sovět
podprůměr	podprůměr
supermalčik	supermalčik
zlomenina	zlomenin
pláň	pláň
tribuna	tribun
aplaus	aplaus
demonstrant	demonstrant
skandování	skandování
prokop	prokop
taxikář	taxikář
nehoda	nehod
hrobka	hrobk
patriarcha	patriarch
nedopatření	nedopatření
letopočet	letopočet
demonstrace	demonstrac
házení	házení
pneumatika	pneumatik
tryzna	tryzn
hrob	hrob
šiřitel	šiřitel
atentát	atentát
krveprolití	krveprolití
pomsta	pomst
příhoda	příhod
zlomení	zlomení
jmenovatel	jmenovatel
uzel	uzel
odštěpení	odštěpení
kongresman	kongresman
navýšení	navýšení
zdivo	zdiv
pojídání	pojídání
knedlík	knedlík
hostinský	hostinský
urychlení	urychlení
návyk	návyk
macek	macek
průliv	průliv
náruč	náruč
přetahování	přetahování
skandál	skandál
bcci	bcci
cennost	cennost
sejf	sejf
pistole	pistol
prst	prst
doplnění	doplnění
respekt	respekt
přihrávka	přihrávk
tvořivost	tvořivost
předvídavost	předvídavost
křoví	křoví
neshoda	neshod
kontroverze	kontroverz
oddíl	oddíl
čermák	čermák
pumpa	pump
nadšenec	nadšenec
klopýtnutí	klopýtnutí
klokan	klokan
bláznovství	bláznovství
gumárenství	gumárenství
oplátka	oplátk
obdržení	obdržení
škamna	škamn
zeštíhlení	zeštíhlení
vycházení	vycházení
stop	stop
poločas	poločas
comeback	comeback
kanonýr	kanonýr
rub	rub
ideál	ideál
sociologie	sociologi
trable	trabl
idyla	idyl
babka	babk
starousedlík	starousedlík
publicistika	publicistik
narkoman	narkoman
majáles	majáles
sekta	sekt
jehovista	jehovist
yuppie	yuppi
leitmotiv	leitmotiv
večírek	večírek
konfrontace	konfrontac
maturant	maturant
dospělost	dospělost
dokumentarista	dokumentarist
kurátor	kurátor
popředí	popředí
levičáctví	levičáctví
přívlastek	přívlastek
hoc	hoc
řetězec	řetězec
konsens	konsens
posunutí	posunutí
rekvalifikace	rekvalifikac
smír	smír
záplata	záplat
sjezd	sjezd
připlácení	připlácení
zubař	zubař
výchylka	výchylk
inženýrství	inženýrství
děkan	děkan
strojař	strojař
stavař	stavař
chemik	chemik
elektrotechnik	elektrotechnik
paralela	paralel
číšník	číšník
výčepní	výčepní
akceschopnost	akceschopnost
tuzemsko	tuzemsk
lira	lir
itl	itl
ocelárna	ocelárn
bilión	bilión
koncern	koncern
přecenění	přecenění
uvolnění	uvolnění
exsparťan	exsparťan
steh	steh
vzpírání	vzpírání
sportovec	sportovec
pauza	pauz
odkaz	odkaz
dramatik	dramatik
inscenátor	inscenátor
scénograf	scénograf
výrazivo	výraziv
aktualizace	aktualizac
směsice	směsic
zákoutí	zákoutí
prostranství	prostranství
reminiscence	reminiscenc
kulisa	kulis
seskupení	seskupení
exprese	expres
úklad	úklad
lhostejnost	lhostejnost
pokrytectví	pokrytectví
přihlížení	přihlížení
podkres	podkres
chlebíček	chlebíček
vzplanutí	vzplanutí
emotivita	emotivit
karikatura	karikatur
uškrcení	uškrcení
silueta	siluet
lůžkovina	lůžkovin
peří	peří
řev	řev
intrika	intrik
šátek	šátek
strážkyně	strážkyně
rouhač	rouhač
vášeň	vášeň
cit	cit
slast	slast
bidýlko	bidýlk
malba	malb
hravost	hravost
asambláž	asambláž
synonymum	synonymum
veselí	veselí
čtverec	čtverec
potěšení	potěšení
vzpomínání	vzpomínání
nadhled	nadhled
pousmání	pousmání
větvička	větvičk
vozíček	vozíček
kreace	kreac
promýšlení	promýšlení
vchod	vchod
souhláska	souhlásk
mafián	mafián
nepřítel	nepřítel
přelíčení	přelíčení
boss	boss
mříž	mříž
bycha	bych
revolucionář	revolucionář
nářek	nářek
předání	předání
odlišnost	odlišnost
prohřešek	prohřešek
evidence	evidenc
peripetie	peripeti
kostnice	kostnic
biskup	biskup
velikonoce	velikonoc
kovář	kovář
sklář	sklář
pohraničí	pohraničí
skalník	skalník
teritorium	teritorium
vyžití	vyžití
městečko	městečk
zástavba	zástavb
pokrytí	pokrytí
vypořádání	vypořádání
tisícikoruna	tisícikorun
falšování	falšování
výskyt	výskyt
bankovka	bankovk
pokladník	pokladník
falzifikát	falzifikát
zkvalitňování	zkvalitňování
vodoznak	vodoznak
proužek	proužek
obrazec	obrazec
padělek	padělek
příjemce	příjemc
odvod	odvod
ověření	ověření
útrata	útrat
touha	touh
lavička	lavičk
béčko	béčk
dlouhán	dlouhán
kopačka	kopačk
výstroj	výstroj
vápeník	vápeník
dohad	dohad
semifinále	semifinál
zpoždění	zpoždění
nařízení	nařízení
statut	statut
debut	debut
tygr	tygr
udílení	udílení
expres	expres
ruměnec	ruměnec
pointa	point
metafora	metafor
osamělost	osamělost
videoklip	videoklip
rozostření	rozostření
zpomalení	zpomalení
smoke	smok
padnutí	padnutí
blue	blu
face	fac
polibek	polibek
kiss	kiss
fiction	fiction
vrah	vrah
priest	priest
třetice	třetic
bone	bon
kingdom	kingdom
dvouapůlhodinový	dvouapůlhodinový
imaginace	imaginac
pláč	pláč
šachta	šacht
pacientka	pacientk
horor	horor
detektivka	detektivk
obraznost	obraznost
mystérium	mystérium
prostupování	prostupování
ovlivňování	ovlivňování
žánr	žánr
subkultura	subkultur
lesbička	lesbičk
artistka	artistk
hrátky	hrátk
renesance	renesanc
ústup	ústup
prožitek	prožitek
antihrdina	antihrdin
odcizení	odcizení
nuda	nud
malíř	malíř
nepřátelství	nepřátelství
zátaras	zátaras
znovuotevření	znovuotevření
překonání	překonání
zřizovatel	zřizovatel
tarif	tarif
přerozdělování	přerozdělování
kapitola	kapitol
hrazení	hrazení
propojenost	propojenost
horník	horník
vila	vil
sbírka	sbírk
upír	upír
ekvivalent	ekvivalent
senzačnost	senzačnost
věcnost	věcnost
defraudace	defraudac
tajnoslužebnictví	tajnoslužebnictví
pragmatičnost	pragmatičnost
nacionalita	nacionalit
učiliště	učiliště
paměť	paměť
karolínum	karolínum
předznamenání	předznamenání
marxismus	marxismus
leninismus	leninismus
vysokost	vysokost
odpovídání	odpovídání
tázání	tázání
zdatnost	zdatnost
akreditace	akreditac
bádání	bádání
zdar	zdar
exteritorium	exteritorium
reflexe	reflex
aula	aul
vládnutí	vládnutí
členění	členění
bodování	bodování
kolize	koliz
bon	bon
tuzex	tuzex
hlouček	hlouček
vekslák	vekslák
přízvuk	přízvuk
fórek	fórek
asignace	asignac
farář	farář
pranýř	pranýř
zástup	zástup
odpočet	odpočet
dík	dík
mrzout	mrzout
odpustek	odpustek
lord	lord
ochrnutí	ochrnutí
osnova	osnov
vada	vad
sluch	sluch
gong	gong
diagnóza	diagnóz
určování	určování
postižení	postižení
zařazování	zařazování
domněnka	domněnk
porucha	poruch
oralista	oralist
znakař	znakař
oralismus	oralismus
znakování	znakování
narození	narození
dánština	dánštin
rozvrh	rozvrh
zvládnutí	zvládnutí
pedagogika	pedagogik
gramatika	gramatik
komplikace	komplikac
kočka	kočk
výzdoba	výzdob
primárky	primárk
předpověď	předpověď
zvolení	zvolení
bonmot	bonmot
ovace	ovac
guvernérka	guvernérk
taškařice	taškařic
vyzyvatel	vyzyvatel
špína	špín
nezkušenost	nezkušenost
předprimárky	předprimárk
rozkol	rozkol
vicepremiérka	vicepremiérk
brigita	brigit
místopředsedkyně	místopředsedkyně
exvicepremiérka	exvicepremiérk
nezaměstnaný	nezaměstnaný
představitelka	představitelk
plynárenství	plynárenství
plynovod	plynovod
doručovatelka	doručovatelk
obhájce	obhájc
pach	pach
loupež	loupež
psovod	psovod
symbióza	symbióz
identifikace	identifikac
svědkyně	svědkyně
znaménko	znaménk
bunda	bund
absentér	absentér
bojkot	bojkot
zastrašování	zastrašování
družstevník	družstevník
velkodružstvo	velkodružstv
dodání	dodání
sucho	such
mráz	mráz
statistik	statistik
přeměna	přeměn
zjišťování	zjišťování
nahrazení	nahrazení
informatika	informatik
účetnictví	účetnictví
software	softwar
prohloubení	prohloubení
revue	revu
loutka	loutk
loutkář	loutkář
novorozenec	novorozenec
rebel	rebel
matrika	matrik
komediant	komediant
loutkářství	loutkářství
inspirace	inspirac
rovina	rovin
zákonitost	zákonitost
obtížnost	obtížnost
představení	představení
obrození	obrození
inteligence	inteligenc
vyspělost	vyspělost
přitažlivost	přitažlivost
pláteník	pláteník
kramář	kramář
kramářství	kramářství
cestář	cestář
hodinář	hodinář
měšťan	měšťan
buditel	buditel
výjimečnost	výjimečnost
sepsání	sepsání
smyšlenka	smyšlenk
historiografie	historiografi
publikum	publikum
naivita	naivit
osvícenství	osvícenství
pojetí	pojetí
divadelnictví	divadelnictví
obecenstvo	obecenstv
arnoštka	arnoštk
loutkoherec	loutkoherec
drak	drak
esejista	esejist
iluminace	iluminac
sebevzdělávání	sebevzdělávání
obecnost	obecnost
milost	milost
óda	ód
kantáta	kantát
žalm	žalm
pokání	pokání
zvěstování	zvěstování
střevíček	střevíček
slon	slon
safari	safari
rozbřesk	rozbřesk
křesílko	křesílk
veranda	verand
šálek	šálek
tma	tm
kvákání	kvákání
žába	žáb
cvrkot	cvrkot
cikáda	cikád
lžička	lžičk
spoušť	spoušť
kopeček	kopeček
jezírko	jezírk
zebra	zebr
žirafa	žiraf
opevnění	opevnění
slůně	slůně
pábitel	pábitel
přístav	přístav
otrok	otrok
opice	opic
plachtoví	plachtoví
nosič	nosič
vyzvání	vyzvání
žebračka	žebračk
závrať	závrať
průvodkyně	průvodkyně
moskyt	moskyt
obleček	obleček
viněta	vinět
mrefu	mrefu
ptáček	ptáček
vrčení	vrčení
větrák	větrák
mozek	mozek
kolonizátor	kolonizátor
kemp	kemp
buš	buš
lev	lev
ind	ind
výpravčí	výpravčí
uniforma	uniform
mužíček	mužíček
motyčka	motyčk
zahrádka	zahrádk
mangovník	mangovník
chininovník	chininovník
papaya	papay
eukalypt	eukalypt
mangrovník	mangrovník
nůž	nůž
semafor	semafor
baobab	baobab
memsahib	memsahib
how	how
rampa	ramp
fešák	fešák
koule	koul
ostrůvek	ostrůvek
luck	luck
termitiště	termitiště
pustina	pustin
pasák	pasák
sukně	sukně
chatrč	chatrč
plech	plech
agáve	agáv
květ	květ
drát	drát
tričko	tričk
byznysmen	byznysmen
nakupenda	nakupend
slovíčko	slovíčk
notýsek	notýsek
highway	highwa
želva	želv
barák	barák
bata	bat
spojnice	spojnic
asfalt	asfalt
díra	dír
past	past
mamut	mamut
volant	volant
náklaďák	náklaďák
potácení	potácení
pangejt	pangejt
vrak	vrak
ženich	ženich
nevěsta	nevěst
spropitné	spropitné
kufr	kufr
křesťan	křesťan
manažerka	manažerk
konkubína	konkubín
příjmení	příjmení
vzkaz	vzkaz
bezpečno	bezpečn
policajt	policajt
madame	madam
atrium	atrium
platan	platan
tree	tre
whisky	whisk
pahorek	pahorek
plůtek	plůtek
cestovatel	cestovatel
obálka	obálk
professor	professor
vůl	vůl
klobouček	klobouček
pláž	pláž
guide	guid
bus	bus
lodge	lodg
zenit	zenit
marabu	marabu
účetní	účetní
nosorožec	nosorožec
five	fiv
pětka	pětk
pýcha	pých
bába	báb
déšť	déšť
půlka	půlk
napajedlo	napajedl
bahno	bahn
lov	lov
pytlák	pytlák
ochránce	ochránc
zvěř	zvěř
trofej	trofej
pakůň	pakůň
vlnění	vlnění
marihuana	marihuan
banda	band
video	vide
hoch	hoch
salámovník	salámovník
busík	busík
úsměv	úsměv
eskortování	eskortování
brouk	brouk
vruboun	vruboun
moskytiéra	moskytiér
ložnice	ložnic
chlapík	chlapík
pravěk	pravěk
krabička	krabičk
výmol	výmol
samotář	samotář
pelikán	pelikán
prasátko	prasátk
antilopa	antilop
dál	dál
nebe	neb
vír	vír
vzduch	vzduch
palma	palm
náves	náves
waterproof	waterproof
lejno	lejn
košile	košil
kravata	kravat
dabljú	dabljú
window	window
ledvinka	ledvink
obřízka	obřízk
pevnost	pevnost
sultán	sultán
steak	steak
krokodýl	krokodýl
reproduktor	reproduktor
lázeň	lázeň
kolonizace	kolonizac
zoufalství	zoufalství
přírůstek	přírůstek
artikl	artikl
záclona	záclon
redaktorka	redaktork
listí	listí
psaníčko	psaníčk
zouvák	zouvák
chmýří	chmýří
náhoda	náhod
školák	školák
pruzení	pruzení
slatina	slatin
stud	stud
vzpěrač	vzpěrač
špendlík	špendlík
podobizna	podobizn
tvar	tvar
kapr	kapr
zvyk	zvyk
dobrodušnost	dobrodušnost
dětství	dětství
děda	děd
plovák	plovák
jasno	jasn
starostlivost	starostlivost
dírka	dírk
umyvadlo	umyvadl
gejzírek	gejzírek
přirovnání	přirovnání
hřebík	hřebík
sebepoznání	sebepoznání
koláž	koláž
zmatenost	zmatenost
kaplička	kapličk
kontura	kontur
evropanství	evropanství
pojem	pojem
liberalismus	liberalismus
libovolnost	libovolnost
bezzásadovost	bezzásadovost
redukce	redukc
maďarství	maďarství
lenost	lenost
věrnost	věrnost
ponížení	ponížení
sebeúcta	sebeúct
důstojnost	důstojnost
konsensus	konsensus
vzrušení	vzrušení
rutina	rutin
sparťan	sparťan
záložník	záložník
sestup	sestup
aspirant	aspirant
dorost	dorost
hattrick	hattrick
osmička	osmičk
dějství	dějství
vteřina	vteřin
marha	marh
exhibice	exhibic
kbelík	kbelík
bysta	byst
hřbitov	hřbitov
vyšetření	vyšetření
léčebna	léčebn
mauzoleum	mauzoleum
svatostánek	svatostánek
potentát	potentát
dění	dění
přistoupení	přistoupení
hybern	hybern
penalizace	penalizac
odborář	odborář
kovoprůmysl	kovoprůmysl
elektrotechnika	elektrotechnik
těžiště	těžiště
kovák	kovák
renomé	renomé
analytik	analytik
úspěšnost	úspěšnost
organizování	organizování
kolotoč	kolotoč
centrifuga	centrifug
zácpa	zácp
argentinec	argentinec
bundesliga	bundeslig
nevraživost	nevraživost
účinkování	účinkování
nebesa	nebes
ring	ring
tyátr	tyátr
juniorka	juniork
wimbledon	wimbledon
finalistka	finalistk
cirkus	cirkus
superhvězda	superhvězd
šatna	šatn
vyhnutí	vyhnutí
tenistka	tenistk
trenérka	trenérk
profesionálka	profesionálk
požitek	požitek
uzda	uzd
střídmost	střídmost
drobnost	drobnost
kopie	kopi
ace	ac
sparringpartner	sparringpartner
kapitánka	kapitánk
kříž	kříž
lyžařka	lyžařk
dívenka	dívenk
autogram	autogram
urozenost	urozenost
vévodkyně	vévodkyně
talířek	talířek
okrasa	okras
koulař	koulař
podstrojování	podstrojování
centrkurt	centrkurt
běžec	běžec
husa	hus
provázek	provázek
nonsens	nonsens
divadelník	divadelník
limerick	limerick
poezie	poezi
banket	banket
veselice	veselic
vylodění	vylodění
spojenec	spojenec
konzervativec	konzervativec
kuloár	kuloár
zásobník	zásobník
zárodek	zárodek
narušení	narušení
výbuch	výbuch
dekret	dekret
vyhazování	vyhazování
seč	seč
duma	dum
čtení	čtení
jen	jen
jpy	jp
přitvrzení	přitvrzení
unce	unc
opce	opc
letargie	letargi
transit	transit
expanze	expanz
učeň	učeň
rozpis	rozpis
čtyřnásobek	čtyřnásobek
rozběh	rozběh
tíseň	tíseň
školka	školk
šev	šev
rest	rest
vodné	vodné
hovor	hovor
stěhování	stěhování
vypracování	vypracování
ortel	ortel
projednávání	projednávání
zapomenutí	zapomenutí
přeháňka	přeháňk
oblačnost	oblačnost
náraz	náraz
bouřka	bouřk
krupobití	krupobití
napadení	napadení
ublížení	ublížení
spolumajitel	spolumajitel
jonák	jonák
rachot	rachot
šachista	šachist
letovisko	letovisk
rus	rus
jachta	jacht
souš	souš
dějiště	dějiště
vous	vous
šediny	šedin
tucet	tucet
hněv	hněv
šachistka	šachistk
génius	génius
klec	klec
regule	regul
jídelna	jídeln
patent	patent
milionář	milionář
nedělník	nedělník
pokračovatelka	pokračovatelk
nekrolog	nekrolog
přepych	přepych
vypsání	vypsání
dosazení	dosazení
chlad	chlad
teplárna	teplárn
teplo	tepl
náměstkyně	náměstkyně
nedoplatek	nedoplatek
lidožrout	lidožrout
hitparáda	hitparád
večerníček	večerníček
delfín	delfín
drezúra	drezúr
sýkorka	sýkork
mimikra	mimikr
caribe	carib
foukaliště	foukaliště
magazín	magazín
país	país
večerník	večerník
zpravodajství	zpravodajství
útěk	útěk
žurnál	žurnál
heute	heut
novost	novost
riviéra	riviér
zabiják	zabiják
šampión	šampión
stahování	stahování
mince	minc
řádění	řádění
výtržník	výtržník
bitka	bitk
výrostek	výrostek
pravice	pravic
vystupování	vystupování
radikalismus	radikalismus
urovnání	urovnání
maloodběratel	maloodběratel
vodárna	vodárn
odečet	odečet
vodoměr	vodoměr
profesionalizace	profesionalizac
kts	kts
odůvodnění	odůvodnění
agent	agent
důvěrník	důvěrník
běženec	běženec
chladnička	chladničk
pavilón	pavilón
hurikán	hurikán
outsider	outsider
mentalita	mentalit
známý	známý
fantazie	fantazi
konzumace	konzumac
denník	denník
vložení	vložení
nakládání	nakládání
istota	istot
dílec	dílec
přívod	přívod
motorest	motorest
staveniště	staveniště
správcování	správcování
správcovství	správcovství
reference	referenc
sousto	soust
výzbroj	výzbroj
hromadění	hromadění
potlačování	potlačování
aparát	aparát
cenzura	cenzur
vyhošťování	vyhošťování
vicepremiér	vicepremiér
magistrála	magistrál
útočiště	útočiště
živel	živel
azylant	azylant
pohotovost	pohotovost
součinnost	součinnost
garda	gard
kolt	kolt
puška	pušk
porážení	porážení
napodobenina	napodobenin
prach	prach
nádobíčko	nádobíčk
prodavač	prodavač
ranivost	ranivost
míček	míček
dostřel	dostřel
twr	twr
formule	formul
kamarádka	kamarádk
skandálnost	skandálnost
jeptiška	jeptišk
prezervativ	prezervativ
soumrak	soumrak
rokování	rokování
propast	propast
ouvertura	ouvertur
odezva	odezv
bonbónek	bonbónek
příchuť	příchuť
pluk	pluk
unikum	unikum
subjektivita	subjektivit
pomlčka	pomlčk
přímočarost	přímočarost
nařčení	nařčení
magnetofon	magnetofon
stenografka	stenografk
vysvětlování	vysvětlování
kolaps	kolaps
nekonečno	nekonečn
vyjasňování	vyjasňování
naplnění	naplnění
tužba	tužb
